Time,X,Y,Z,Vx,Vy,Vz
8.29999999999999,10.2340003013611,0.540924864029512,0.946560781670269,1.06223249435425,-0.0340026617050171,-0.00920194201171398
8.39999999999999,10.3402235507965,0.53752459785901,0.945640587469097,1.06139028072357,-0.0344595648348331,-0.00742325512692332
8.49999999999999,10.4463625788689,0.534078641375527,0.944898261956405,1.06075263023376,-0.0348746329545975,-0.0061349761672318
8.59999999999999,10.5524378418922,0.530591178080067,0.944284764339682,1.0604385137558,-0.0350148975849152,-0.00519418297335505
8.69999999999999,10.6584816932678,0.527089688321576,0.943765346042346,1.06050157546997,-0.0348341725766659,-0.00450040120631456
8.79999999999998,10.7645318508148,0.523606271063909,0.943315305921715,1.06093299388885,-0.0340390652418137,-0.00419597933068871
8.89999999999998,10.8706251502037,0.520202364539728,0.942895707988646,1.06170332431793,-0.0326272174715996,-0.0041640973649919
8.99999999999998,10.9767954826355,0.516939642792568,0.942479298252147,1.06270778179169,-0.0306065380573273,-0.00433231517672539
9.09999999999998,11.0830662608147,0.513878988986835,0.942046066734474,1.06388413906097,-0.0278349909931421,-0.00491599831730127
9.19999999999998,11.1894546747208,0.511095489887521,0.941554466902744,1.06515717506409,-0.024377403780818,-0.00605551712214947
9.29999999999998,11.2959703922272,0.508657749509439,0.940948915190529,1.06619167327881,-0.0204796120524406,-0.00784090999513865
9.39999999999998,11.4025895595551,0.506609788304195,0.940164824191015,1.06722187995911,-0.0163900814950466,-0.010658266954124
9.49999999999998,11.509311747551,0.504970780154691,0.939098997495603,1.06736731529236,-0.0128398770466447,-0.0138077205047011
9.59999999999998,11.6160484790802,0.503686792450026,0.937718225445133,1.06691813468933,-0.00965508259832859,-0.0175152998417616
9.69999999999998,11.7227402925491,0.502721284190193,0.935966695460957,1.06582581996918,-0.00723776919767261,-0.0209912210702896
9.79999999999998,11.8293228745461,0.501997507270426,0.933867573353928,1.06437146663666,-0.00569239119067788,-0.0236792657524347
9.89999999999998,11.9357600212097,0.501428268151358,0.931499646778684,1.06288361549377,-0.00484798243269324,-0.0255571808665991
9.99999999999998,12.0420483827591,0.500943469908089,0.928943928692024,1.06157314777374,-0.00464304303750396,-0.0267112329602242
